session_id,Participant id,quota,status,Started DateTime,Completed Date Time,time_taken,Age,Age range,sex,language,nationality,country_of_birth,ethnicity,student_status,employment_status,num_approvals,num_rejections,prolific_score,Reviewed At DateTime,Entered Code,IP,Ethnicity,Handedness,College,Highest education level,Marital status,Employer Type,Leadership/Position of power/Supervisory duties,Current education level (if student),Subject,Number of subordinates,Religious Affiliation,Religious Affiliation (Mother),Religious Affiliation (Father),Supervisor,Supervisory Interactions,Political_Affiliation_US,Sexual Orientation,Current U.S state of residence,Current U.S state of birth,Computer Programming,Preferred programming language,Parents Educational Level,Record Video,Children,Socioeconomic Status,Current UK area of residence,Place of most time spent before turing 18,UK area of birth,Nationality (UK),Smoker,Smoking frequency,Industry,Industry Role,Christianity Affiliation,Phone Operating System,Investment,Car Owner,Car Brand,Units of alcohol,Charitable Giving,Pain Question,Windfarms,Pain - For How Long,Technology use at work,Head Injury,Deception,Political Affiliation (UK),BREXIT,Body Weight,Chronic Disease,Video Games,Vision,Literacy Difficulties,Personal Income (GBP),Household Income (GBP),Household Size,Charity Affiliation,Diet,Adblocker,Number of children,Other crowdsourcing platforms,Number of studies,Parents Marital Status,Parents' Divorce Age,Parents' Divorce Management,Ethnicity 2,Recent Purchases 1,Live Chat,Vaccine Opinions 1,Vaccine Opinions 2,Past Diet,Pregnancy,First Pregnancy,iPhone model,Vera Rubin,Head Injury: Knock out history,Year of birth of first child,Year of birth of 2nd child,Year of birth of 3rd child,Hobbies - Categories,Social Media,Location services,Other crowdsourcing platforms select,TV shows 1,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q16,Q1-aggregate,Q1,Base_1_Agree_1,Base_1_Agree_2,Base_1_Agree_3,Base_1_Agree_4,Base_1_Agree_4_TEXT,Base_1_disagree_1,Base_1_disagree_2,Base_1_disagree_3,Base_1_disagree_4,Base_1_disagree_5,Base_1_disagree_6,Base_1_disagree_7,Base_1_disagree_7_TEXT,Q2-aggregate,Q2,Base_2_disagree_1,Base_2_disagree_2,Base_2_disagree_3,Base_2_disagree_3_TEXT,PED-aggregate,Q9,Doping-aggregate,Q10,Q11,Q14,Q13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584afd267317070001369a30,57531e4bd856ad0006153e84,sw,Approved,51:18.4,53:21.7,123.322,18,18-23,Female,English,United States,United States,Caucasian,Yes,Full-Time,16,0,100,,9NRHPG92,70.214.126.165,Caucasian,Right-handed,young,N/A,Never married,"Employee of a not-for-profit, tax-exempt, or charitable organization",N/A,Undergraduate degree (BA/BSc/other),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Democrat,bisexual,New York (NY),New York (NY),N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I would be comfortable to take part in such a study",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,12/9/16 10:51,12/9/16 10:53,IP Address,70.214.126.165,100,118,TRUE,12/9/16 10:53,R_8oZHrQJMWwLkflL,,,,,40.72799683,-73.94529724,anonymous,57531e4bd856ad0006153e84,positive,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree?,,,,,,,,,positive,Strongly agree,,,,,no answer,,disagree,Somewhat disagree,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584afc1a69b366000102eecd,575629820f89ed000779896b,ywn,Approved,46:50.9,48:53.5,122.634,25,24-34,Female,English,United States,United States,Caucasian,No,Full-Time,86,0,100,,RZC28MJ3,71.6.37.85,Caucasian,Right-handed,no college,College/A levels,Married,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Non Religious (e.g. Agnostic, Atheist, No Religion)","Non Religious (e.g. Agnostic, Atheist, No Religion)",Yes,On a daily basis,Democrat,heterosexual,California (CA),California (CA),No,N/A,One of my parents has a bachelor_Ñés degree (from a 4 year college) but the other does not,No,Yes,6,N/A,N/A,N/A,N/A,No,N/A,Hotel and Food Services,Consultant,Christian -- no particular branch or denomination,iOS (iPhone),No,Yes,Mercedes-Benz,0,ë£1-ë£50,Yes,7,3-12 months,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,No,N/A,Yes,No,"ë£30,000 - ë£39,999","ë£100,000 - ë£149,999",3,No,I do not follow any diet,"No, I have not used an Ad Blocker to my knowledge (or I don't know what that means)",1,Yes,201-500,Still married/partners,N/A,N/A,White/Caucasian,Yes,No,7 (TOTALLY AGREE),6 (AGREE),Yes,No,N/A,6 Plus,No,Yes,,,,,N/A,N/A,N/A,N/A,12/9/16 10:46,12/9/16 10:48,IP Address,71.6.37.85,100,117,TRUE,12/9/16 10:48,R_PLG0tqg2p4RtL1L,,,,,37.67829895,-120.9501038,anonymous,575629820f89ed000779896b,positive,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Sports is about doing everything you can to win,,,,,,,,,positive,Strongly agree,,,,,positive,Strongly agree,no answer,,Yes,Somewhat,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846b7b4731707000136967a,57574c0733577a00060ae8dc,omc,Approved,05:56.2,19:50.8,834.536,39,35-55,Male,English,United States,United States,African,No,Full-Time,46,3,98,,ZL16QYX8,68.84.42.45,African,Right-handed,college,Undergraduate degree (BA/BSc/other),In a relationship,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",Yes,N/A,N/A,10-Jul,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,Democrat,heterosexual,Pennsylvania (PA),Pennsylvania (PA),Yes,Java,Both my parents have a bachelor_„Žs degree (from a 4 year college),Yes,Yes,8,N/A,N/A,N/A,N/A,Yes,More than 6 times a day,Other Industry,Upper Management,Pentecostal/ Apostolic,iOS (iPhone),Yes,Yes,Volkswagen,9-May,‘£501+,Yes,7,2-5 years,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,Yes,N/A,Yes,No,"‘£50,000 - ‘£59,999","‘£50,000 - ‘£59,999",5,Yes,I do not follow any diet,"No, I have not used an Ad Blocker to my knowledge (or I don't know what that means)",3,Yes,30-Nov,Still married/partners,N/A,N/A,Black/African American,Yes,Yes,7 (TOTALLY AGREE),7 (TOTALLY AGREE),No,N/A,N/A,N/A,No,,,,,N/A,N/A,N/A,N/A,N/A,12/6/16 5:06,12/6/16 5:19,IP Address,68.84.42.45,100,774,TRUE,12/6/16 5:19,R_2fDJlr7vSC0SIuO,,,,,39.97740173,-75.14520264,anonymous,57574c0733577a00060ae8dc,positive,Agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,positive,Agree,,,,,no answer,,disagree,Strongly disagree,Yes,No,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584af7a2fd1fbf0001d85e0d,57576271cb138100064796a9,ymn,Approved,27:46.5,29:32.6,106.092,25,24-34,Male,English,United States,United States,Mixed,No,Unemployed (and job seeking),100,0,100,,7V1HKAD5,97.41.128.247,Mixed,Right-handed,no college,Secondary school/GCSE,Single,N/A,N/A,N/A,N/A,N/A,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Non Religious (e.g. Agnostic, Atheist, No Religion)","Non Religious (e.g. Agnostic, Atheist, No Religion)",N/A,N/A,None,heterosexual,New Mexico Santa (NM),Pennsylvania (PA),No,N/A,Both my parents do NOT have a bachelor_Ñés degree (from a 4 year college),No,No,3,N/A,N/A,N/A,N/A,Yes,More than 6 times a day,N/A,N/A,N/A,Android,No,No,N/A,0,ë£0,Yes,5,0-3months,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Underweight,No,10-12 hours,Yes,No,"Less than ë£10,000 ","ë£20,000 - ë£29,999",5,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,Yes,30-Nov,Divorced/Seperated,Before my 11th birthday,Managed by my parents,White/Caucasian,Yes,No,7 (TOTALLY AGREE),7 (TOTALLY AGREE),No,N/A,N/A,N/A,No,,,,,,N/A,N/A,N/A,N/A,12/9/16 10:27,12/9/16 10:29,IP Address,97.41.128.247,100,97,TRUE,12/9/16 10:29,R_DD13rC3JyGkjFu1,,,,,37.75100708,-97.8219986,anonymous,57576271cb138100064796a9,positive,Strongly agree,Strongly agree,Agree,Somewhat agree,,,,,,,,,,,disagree,Somewhat disagree,Disagree,Strongly agree,,,disagree,Somewhat disagree,no answer,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846a42dae0b0a0001ab7cd8,57581be800ca3200072679b3,omc,Approved,42:37.9,44:22.3,104.452,41,35-55,Male,English,United States,United States,Caucasian,No,Part-Time,62,0,100,,ZL16QYX8,98.230.225.197,Caucasian,Right-handed,college,Graduate degree (MA/MSc/MPhil/other),Single,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,Republican,heterosexual,South Carolina (SC),Ohio (OH),No,N/A,One of my parents has a bachelor_„Žs degree (from a 4 year college) but the other does not,No,No,3,N/A,N/A,N/A,N/A,No,N/A,Retail,Trained Professional,Methodist,Android,Yes,Yes,Chevrolet,4-Jan,‘£0,Yes,7,20+ years,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Very Overweight,No,N/A,Yes,No,"‘£10,000 - ‘£19,999","‘£10,000 - ‘£19,999",1,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,Yes,31-60,Still married/partners,N/A,N/A,White/Caucasian,No,N/A,6 (AGREE),6 (AGREE),Yes,N/A,N/A,N/A,No,,,,,N/A,N/A,N/A,N/A,N/A,12/6/16 3:42,12/6/16 3:44,IP Address,98.230.225.197,100,100,TRUE,12/6/16 3:44,R_3es0W1MDGOPV3LF,,,,,32.86880493,-80.04000092,anonymous,57581be800ca3200072679b3,indifferent,Neither agree nor disagree,,,,,,,,,,,,,,indifferent,Neither agree nor disagree,,,,,no answer,,disagree,Somewhat disagree,No,Somewhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58466b9bd94df300014c5b7a,57587b29713d8400061730e4,owc,Approved,41:15.7,44:34.0,198.262,35,35-55,Female,English,United States,United States,Mixed,No,Unemployed (and job seeking),80,0,100,,GKQFIT2U,108.71.33.39,Mixed,Right-handed,college,Undergraduate degree (BA/BSc/other),Single,N/A,N/A,N/A,N/A,N/A,Spiritualism,N/A,N/A,N/A,N/A,Democrat,heterosexual,California (CA),California (CA),N/A,N/A,N/A,N/A,No,4,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Android,Yes,Yes,N/A,N/A,‘£1-‘£50,Yes,N/A,20+ years,N/A,N/A,"Yes, I would be comfortable to take part in such a study",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, I have used an Ad Blocker",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,12/5/16 23:41,12/5/16 23:44,IP Address,108.71.33.39,100,192,TRUE,12/5/16 23:44,R_1BVMysRqvzI0V3X,,,,,34.15530396,-118.5475998,anonymous,57587b29713d8400061730e4,positive,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,disagree,Disagree,Neither agree nor disagree,Somewhat agree,,,disagree,Strongly Disagree,no answer,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584af40ca3179100017af488,5758841c16d5870008247650,ymc,Approved,12:28.6,13:56.7,88.103,26,24-34,Male,English,United States,United States,Caucasian,Yes,Full-Time,184,1,100,,OIFB7Y1H,97.80.104.162,Caucasian,Right-handed,college,Undergraduate degree (BA/BSc/other),In a relationship,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",Yes,Undergraduate degree (BA/BSc/other),Computer Science,6-Apr,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,Democrat,heterosexual,Massachusetts (MA),Massachusetts (MA),No,N/A,Both my parents have a bachelor_Ñés degree (from a 4 year college),No,No,7,N/A,N/A,N/A,N/A,No,N/A,Construction,Junior Management,N/A,Android,No,Yes,Honda,0,ë£0,Yes,7,3-12 months,about once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Overweight,No,3-6 hours,Yes,No,"ë£30,000 - ë£39,999","ë£90,000 - ë£99,999",7,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,Yes,61-100,Still married/partners,N/A,N/A,White/Caucasian,Yes,No,7 (TOTALLY AGREE),7 (TOTALLY AGREE),Yes,N/A,N/A,N/A,No,Yes,,,,,N/A,N/A,N/A,N/A,12/9/16 10:12,12/9/16 10:13,IP Address,97.80.104.162,100,81,TRUE,12/9/16 10:13,R_4UyxIgBsCJtjuQF,,,,,42.1342926,-72.4233017,anonymous,5758841c16d5870008247650,positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,disagree,Strongly disagree,Strongly disagree,Strongly agree,,,no answer,,disagree,Strongly disagree,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846be2148fa2f0001e6547f,5758a211cb13810006479a0d,omn,Approved,33:21.4,36:27.4,186.009,52,35-55,Male,English,United States,United States,Caucasian,No,Full-Time,59,0,100,,ZL16QYX8,72.23.112.5,Caucasian,Ambidextrous,no college,Secondary school/GCSE,Married,"Self-employed in own not-incorporated business, professional practice, or farm",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,Republican,heterosexual,Pennsylvania (PA),Pennsylvania (PA),No,N/A,Both my parents do NOT have a bachelor_„Žs degree (from a 4 year college),No,No,3,N/A,N/A,N/A,N/A,No,N/A,Other Industry,Self-employed/Partner,Pentecostal/ Apostolic,Android,Yes,Yes,Chevrolet,0,‘£501+,Yes,5,5-10 years,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Very Overweight,Yes,N/A,Yes,N/A,N/A,"‘£20,000 - ‘£29,999",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,N/A,N/A,N/A,N/A,12/6/16 5:33,12/6/16 5:36,IP Address,72.23.112.5,100,180,TRUE,12/6/16 5:36,R_2ymk3EETxkprVw2,,,,,40.082901,-79.86630249,anonymous,5758a211cb13810006479a0d,positive,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,positive,Agree,,,,,disagree,Strongly Disagree,no answer,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584afff500ab29000107b8d5,57597452e8feea0006ef8805,sw,Approved,03:17.4,05:34.6,137.201,23,18-23,Female,English,United States,United States,Caucasian,No,Unemployed (and job seeking),22,0,100,,9NRHPG92,72.240.48.178,Caucasian,Right-handed,young,Undergraduate degree (BA/BSc/other),Single,N/A,N/A,N/A,N/A,N/A,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Non Religious (e.g. Agnostic, Atheist, No Religion)","Non Religious (e.g. Agnostic, Atheist, No Religion)",N/A,N/A,Democrat,other,Ohio (OH),Washington (WA),No,N/A,Both my parents have a bachelor_Ñés degree (from a 4 year college),Yes,N/A,6,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Android,Yes,Yes,Honda,0,ë£1-ë£50,No,6,N/A,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,No,N/A,Yes,No,"ë£20,000 - ë£29,999","ë£20,000 - ë£29,999",1,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,Yes,More than 1000,Divorced/Seperated,Before my 11th birthday,Assisted by a Family Court,White / Sephardic Jew,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Other,N/A,No,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,12/9/16 11:03,12/9/16 11:05,IP Address,72.240.48.178,100,133,TRUE,12/9/16 11:05,R_29oaSiLtzXPREWm,,,,,41.69299316,-83.72730255,anonymous,57597452e8feea0006ef8805,positive,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,It's not like doping: you can either have it or not - and who knows if it will actually be expressed.,,,,,,,,,positive,Agree,,,,,no answer,,disagree,Strongly disagree,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584af5c40c097700012a2047,575a0b3033577a00060af29a,sm,Approved,19:48.6,21:47.0,118.385,22,18-23,Male,English,United States,United States,Caucasian,No,Unemployed (and job seeking),76,1,100,,SLPHWN0G,173.17.200.128,Caucasian,N/A,young,No formal qualifications,N/A,N/A,N/A,N/A,N/A,N/A,Spiritualism,Other,"Non Religious (e.g. Agnostic, Atheist, No Religion)",N/A,N/A,None,bisexual,Missouri (MO),Ohio (OH),No,N/A,N/A,No,No,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Android,Yes,No,N/A,4-Jan,ë£1-ë£50,Yes,5,2-5 years,not at all,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,N/A,N/A,N/A,N/A,"Less than ë£10,000 ","ë£20,000 - ë£29,999",4,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,Yes,61-100,N/A,N/A,N/A,White/Caucasian,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,12/9/16 10:19,12/9/16 10:21,IP Address,173.17.200.128,100,113,TRUE,12/9/16 10:21,R_2BzZO8XP0x3eLrn,,,,,37.21899414,-93.31759644,anonymous,575a0b3033577a00060af29a,positive,Agree,Agree,Agree,Agree,,,,,,,,,,,disagree,Somewhat disagree,Somewhat disagree,Agree,,,no answer,,positive,Somewhat agree,No,Somewhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584b05d17f72e10001e5f7e2,575aec0704c82c0006dc0fe3,ymn,Approved,28:17.6,30:00.4,102.818,28,24-34,Male,English,United States,United States,Caucasian,No,Full-Time,28,0,100,,7V1HKAD5,97.87.138.5,Caucasian,Right-handed,no college,Secondary school/GCSE,Single,"Self-employed in own not-incorporated business, professional practice, or farm",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,Other,heterosexual,Missouri (MO),Missouri (MO),Yes,N/A,Both my parents have a bachelor_Ñés degree (from a 4 year college),No,No,2,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Android,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,12/9/16 11:28,12/9/16 11:29,IP Address,97.87.138.5,100,97,TRUE,12/9/16 11:29,R_2ql7JCCvbeUsWpB,,,,,38.54910278,-90.31990051,anonymous,575aec0704c82c0006dc0fe3,disagree,Somewhat disagree,,,,,,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,,disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,,no answer,,disagree,Disagree,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584af66949ab8b000156b1d8,575aee8152c3fe00091a6252,ymn,Approved,22:33.9,24:17.0,103.144,28,24-34,Male,English,United States,United States,Latino/Hispanic,No,,57,0,100,,7V1HKAD5,50.170.224.239,Latino/Hispanic,Right-handed,no college,Secondary school/GCSE,Single,N/A,N/A,N/A,N/A,N/A,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",N/A,N/A,Democrat,heterosexual,Colorado (CO),Colorado (CO),No,N/A,N/A,No,N/A,3,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Android,No,Yes,Mitsubishi,N/A,ë£1-ë£50,N/A,7,N/A,N/A,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,N/A,No,13 hours or more,Yes,No,N/A,"ë£30,000 - ë£39,999",3,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,Yes,More than 1000,Divorced/Seperated,Before my 11th birthday,Managed by my parents,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,,,,N/A,N/A,N/A,N/A,12/9/16 10:22,12/9/16 10:24,IP Address,50.170.224.239,100,90,TRUE,12/9/16 10:24,R_1Dpx9CoH09UJptD,,,,,39.9355011,-105.0473022,anonymous,575aee8152c3fe00091a6252,indifferent,Neither agree nor disagree,,,,,,,,,,,,,,disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,no answer,,disagree,Strongly disagree,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584b44b9c3b058000140b035,575d0d942d52b500067a1edd,own,Approved,56:41.3,00:00.3,199.005,43,35-55,Female,English,United States,United States,Caucasian,No,Full-Time,18,0,100,,0QGHY0HV,96.253.77.184,Caucasian,Right-handed,no college,Secondary school/GCSE,Married,"Self-employed in own not-incorporated business, professional practice, or farm",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,Republican,heterosexual,Virginia (VA),Virginia (VA),No,N/A,One of my parents has a bachelor_Ñés degree (from a 4 year college) but the other does not,No,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Toyota,0,ë£101-ë£200,Yes,7,N/A,N/A,N/A,"Yes, I would be comfortable to take part in such a study",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,12/9/16 15:56,12/9/16 15:59,IP Address,96.253.77.184,100,194,TRUE,12/9/16 15:59,R_3PO978oDZuDWRHa,,,,,37.33979797,-77.45860291,anonymous,575d0d942d52b500067a1edd,positive,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,,,,,,,,,,,positive,Somewhat agree,,,,,no answer,,disagree,Strongly disagree,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584b1de7463f660001935919,575e174f0eac3d000697ddfa,ywn,Approved,11:03.4,13:29.2,145.82,32,24-34,Female,English,United States,United States,Caucasian,No,Full-Time,25,0,100,,RZC28MJ3,67.163.213.153,Caucasian,Right-handed,no college,College/A levels,Married,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",Yes,N/A,N/A,>10,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,None,heterosexual,Pennsylvania (PA),N/A,N/A,N/A,Both my parents have a bachelor_Ñés degree (from a 4 year college),No,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,Upper Management,Methodist,Android,No,Yes,Audi,0,N/A,Yes,7,N/A,more than once a day,N/A,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,12/9/16 13:11,12/9/16 13:13,IP Address,67.163.213.153,100,115,TRUE,12/9/16 13:13,R_pMK7a19nz2esYdX,,,,,40.43449402,-79.8660965,anonymous,575e174f0eac3d000697ddfa,positive,Strongly agree,Disagree,Disagree,Agree,,,,,,,,,,,positive,Somewhat agree,,,,,no answer,,disagree,Somewhat disagree,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
