session_id,Participant id,quota,College,Age range,status,Started DateTime,Completed Date Time,time_taken,Age,sex,language,nationality,country_of_birth,ethnicity,student_status,employment_status,num_approvals,num_rejections,prolific_score,Reviewed At DateTime,Entered Code,IP,Ethnicity,Handedness,Highest education level,Marital status,Employer Type,Leadership/Position of power/Supervisory duties,Current education level (if student),Subject,Number of subordinates,Religious Affiliation,Religious Affiliation (Mother),Religious Affiliation (Father),Supervisor,Supervisory Interactions,Political Affiliation (US),Sexual Orientation,Current U.S state of residence,Current U.S state of birth,Computer Programming,Preferred programming language,Parents Educational Level,Record Video,Children,Socioeconomic Status,Current UK area of residence,Place of most time spent before turing 18,UK area of birth,Nationality (UK),Smoker,Smoking frequency,Industry,Industry Role,Christianity Affiliation,Phone Operating System,Investment,Car Owner,Car Brand,Units of alcohol,Charitable Giving,Pain Question,Windfarms,Pain - For How Long,Technology use at work,Head Injury,Deception,Political Affiliation (UK),BREXIT,Body Weight,Chronic Disease,Video Games,Vision,Literacy Difficulties,Personal Income (GBP),Household Income (GBP),Household Size,Charity Affiliation,Diet,Adblocker,Number of children,Other crowdsourcing platforms,Number of studies,Parents Marital Status,Parents' Divorce Age,Parents' Divorce Management,Ethnicity 2,Recent Purchases 1,Live Chat,Vaccine Opinions 1,Vaccine Opinions 2,Past Diet,Pregnancy,First Pregnancy,iPhone model,Vera Rubin,Head Injury: Knock out history,Year of birth of first child,Year of birth of 2nd child,Year of birth of 3rd child,Words Per Minute,Trips,Hobbies - Categories,Social Media,Location services,Other crowdsourcing platforms select,TV shows 1,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Prolific set-up,NG_1,NG_1_Disagree_5,NG_1_Disagree_6,NG_1_Disagree_6_TEXT,NG_2,NG1AGREE_5,NG1AGREE_6,NG1AGREE_7,NG1AGREE_7_TEXT,DRUG_Z_1,DRUG_Z_1DISAGREE_7,DRUG_Z_1DISAGREE_8,DRUG_Z_1DISAGREE_9,DRUG_Z_1DISAGREE_9_TEXT,SCHOLARSHIP_Q1,SCHOLARSHIP_Q1DISAGR_8,SCHOLARSHIP_Q1DISAGR_9,SCHOLARSHIP_Q1DISAGR_10,SCHOLARSHIP_Q1DISAGR_11,SCHOLARSHIP_Q1DISAGR_12,SCHOLARSHIP_Q1DISAGR_13,SCHOLARSHIP_Q1DISAGR_14,SCHOLARSHIP_Q1DISAGR_14_TEXT,EQUALITY_Q1,EQUALITY_1AGREE_5,EQUALITY_1AGREE_6,EQUALITY_1AGREE_7,EQUALITY_1AGREE_8,EQUALITY_1AGREE_8_TEXT,EQUALITY_1DISAGREE_8,EQUALITY_1DISAGREE_9,EQUALITY_1DISAGREE_10,EQUALITY_1DISAGREE_11,EQUALITY_1DISAGREE_12,EQUALITY_1DISAGREE_13,EQUALITY_1DISAGREE_14,EQUALITY_1DISAGREE_14_TEXT,EQUALITY_Q2,EQUALITY_Q2DISAGREE_1,EQUALITY_Q2DISAGREE_2,EQUALITY_Q2DISAGREE_3,EQUALITY_Q2DISAGREE_3_TEXT,SALIENCE_Q1,SALIENCE_Q1AGREE_4,SALIENCE_Q1AGREE_5,SALIENCE_Q1AGREE_6,SALIENCE_Q1AGREE_7,SALIENCE_Q1AGREE_7_TEXT,SALIENCE_Q1DISAGREE_4,SALIENCE_Q1DISAGREE_5,SALIENCE_Q1DISAGREE_6,SALIENCE_Q1DISAGREE_7,SALIENCE_Q1DISAGREE_8,SALIENCE_Q1DISAGREE_9,SALIENCE_Q1DISAGREE_9_TEXT,SALIENCE_Q2,SALIENCE_Q2DISAGREE_4,SALIENCE_Q2DISAGREE_5,SALIENCE_Q2DISAGREE_6,SALIENCE_Q2DISAGREE_6_TEXT,MINOR_DEV_WINDOW,MINOR_Q1AGREE_6,MINOR_Q1AGREE_7,MINOR_Q1AGREE_8,MINOR_Q1AGREE_9,MINOR_Q1AGREE_9_TEXT,MINOR_Q1DISAGREE_8,MINOR_Q1DISAGREE_9,MINOR_Q1DISAGREE_10,MINOR_Q1DISAGREE_11,MINOR_Q1DISAGREE_12,MINOR_Q1DISAGREE_13,MINOR_Q1DISAGREE_14,MINOR_Q1DISAGREE_14_TEXT,MENTAL_Q1,MENTAL_Q1AGREE_1,MENTAL_Q1AGREE_2,MENTAL_Q1AGREE_3,MENTAL_Q1AGREE_4,MENTAL_Q1AGREE_4_TEXT,MENTAL_Q1DISAGREE_1,MENTAL_Q1DISAGREE_2,MENTAL_Q1DISAGREE_3,MENTAL_Q1DISAGREE_4,MENTAL_Q1DISAGREE_5,MENTAL_Q1DISAGREE_6,MENTAL_Q1DISAGREE_7,MENTAL_Q1DISAGREE_7_TEXT,MENTAL_Q2,MENTAL_Q2_DISAGREE_1,MENTAL_Q2_DISAGREE_2,MENTAL_Q2_DISAGREE_3,MENTAL_Q2_DISAGREE_3_TEXT,BIO_VQ1,BIO_VQ1DISAGREE_4,BIO_VQ1DISAGREE_5,BIO_VQ1DISAGREE_6,BIO_VQ1DISAGREE_6_TEXT,MINOR_NO_DEV_WINDOW,MINOR_NO_D_WIN_QDIS_8,MINOR_NO_D_WIN_QDIS_9,MINOR_NO_D_WIN_QDIS_10,MINOR_NO_D_WIN_QDIS_11,MINOR_NO_D_WIN_QDIS_12,MINOR_NO_D_WIN_QDIS_13,MINOR_NO_D_WIN_QDIS_14,MINOR_NO_D_WIN_QDIS_14_TEXT,SPORTSWATCH,RELIGION,COMMENTS
58519be89bc45d0001a50d05,58436d857b3a720001342ea1,ymn,no college,24-34,Approved,22:17.0,24:47.7,150.729,26,Male,English,United States,United States,Caucasian,Yes,Unemployed (and job seeking),15,0,100,,AVJT1SKG,74.214.179.208,Caucasian,Left-handed,College/A levels,Single,N/A,N/A,College/A levels,N/A,N/A,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",N/A,N/A,Democrat,homosexual,Kentucky (KY),Kentucky (KY),Yes,C++,One of my parents has a bachelorŠ—Ès degree (from a 4 year college) but the other does not,No,N/A,6,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,iOS (iPhone),No,Yes,Chevrolet,0,Î£1-Î£50,No,3,N/A,about once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,Yes,N/A,Yes,No,"Less than Î£10,000 ","Less than Î£10,000 ",1,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,No,N/A,Still married/partners,N/A,N/A,White / Sephardic Jew,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,12/14/16 12:22,12/14/16 12:24,IP Address,74.214.179.208,100,146,TRUE,12/14/16 12:24,R_3FP3SUqOsAagB72,,,,,37.50410461,-82.31060028,anonymous,58436d857b3a720001342ea1,Somewhat agree,,,,Somewhat disagree,,,,,Disagree,Strongly agree,Neither agree nor disagree,,,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat,
5850ee8d0f6b550001864faf,5843e65e56019d0001f6a305,ymn,no college,24-34,Approved,02:37.8,05:57.0,199.184,31,Male,English,United States,United States,Caucasian,No,Full-Time,20,0,100,,AVJT1SKG,165.234.248.76,Caucasian,N/A,Secondary school/GCSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,6,N/A,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,Yes,N/A,Yes,No,"Î£30,000 - Î£39,999","Î£30,000 - Î£39,999",5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,White/Caucasian,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,,,,,,N/A,N/A,N/A,N/A,N/A,12/14/16 0:02,12/14/16 0:05,IP Address,165.234.248.76,100,188,TRUE,12/14/16 0:05,R_3D5Eq0rvpFFsrCp,,,,,46.89920044,-98.7457962,anonymous,5843e65e56019d0001f6a305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,,,,,,,,,,,,,,Neither agree nor disagree,,,,,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,,No,Yes,
5854c4c8191fa400012054ce,584501a189af6500017f4aa4,ymn,no college,24-34,Approved,53:28.6,59:18.6,349.978,30,Male,English,United States,United States,Caucasian,No,Full-Time,7,0,100,,AVJT1SKG,173.89.158.23,Caucasian,Ambidextrous,College/A levels,Single,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,7,N/A,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,No,N/A,No,No,"Î£30,000 - Î£39,999","Î£30,000 - Î£39,999",1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,White/Caucasian,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,,,,,,N/A,N/A,N/A,N/A,N/A,12/16/16 21:53,12/16/16 21:59,IP Address,173.89.158.23,100,342,TRUE,12/16/16 21:59,R_24kJ5NHLXRGmDDc,,,,,43.97590637,-88.66329956,anonymous,584501a189af6500017f4aa4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Strongly agree,Agree,,,,,,,,,,,Strongly agree,,,,,Somewhat agree,,,,,Agree,,,,,,,,,Yes,No,Thank you.
5850fab701dad300015a6d2e,5846c387d2be990001174c6f,ymn,no college,24-34,Approved,54:31.0,58:52.0,261.039,26,Male,English,United States,United States,Caucasian,No,Part-Time,13,0,100,,AVJT1SKG,76.174.155.42,Caucasian,Ambidextrous,College/A levels,Single,"Self-employed in own incorporated business, professional practice, or farm",No,N/A,N/A,N/A,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Non Religious (e.g. Agnostic, Atheist, No Religion)",No,N/A,Other,heterosexual,California (CA),California (CA),No,N/A,Both my parents do NOT have a bachelorŠ—Ès degree (from a 4 year college),Yes,No,6,N/A,N/A,N/A,N/A,No,N/A,"Real Estate, Rental and Leasing",Self-employed/Partner,N/A,iOS (iPhone),Yes,Yes,Other,42499,Î£1-Î£50,Yes,7,3-12 months,about once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,No,N/A,No,No,"Î£30,000 - Î£39,999","Î£60,000 - Î£69,999",2,No,I do not follow any diet,"No, I have not used an Ad Blocker to my knowledge (or I don't know what that means)",N/A,No,N/A,Divorced/Seperated,Before my 11th birthday,I'd rather not say,White/Caucasian,Yes,No,6 (AGREE),6 (AGREE),No,N/A,N/A,N/A,No,No,N/A,N/A,N/A,240-360 WPM,,N/A,N/A,N/A,N/A,N/A,12/14/16 0:54,12/14/16 0:58,IP Address,76.174.155.42,100,240,TRUE,12/14/16 0:58,R_3OfskF1Fn8aD32Y,,,,,34.15679932,-118.5231018,anonymous,5846c387d2be990001174c6f,,,,,,,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Somewhat disagree,Disagree,,,,,,,,,,,Agree,,,,,Agree,Strongly agree,Somewhat disagree,Disagree,,,,,,,,,,Agree,,,,,Agree,Strongly agree,Somewhat disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat,No comments 
5854c34f2f7fdf0001a9e5de,5847002bd2be990001174cb0,ymn,no college,24-34,Approved,47:11.8,54:28.0,436.173,25,Male,English,United States,United States,Caucasian,No,Part-Time,12,1,99,,AVJT1SKG,68.43.203.72,Caucasian,Right-handed,No formal qualifications,Single,None of the above,No,N/A,N/A,N/A,Do Not Wish to Answer,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,None,other,Michigan (MI),Michigan (MI),I don't know,N/A,N/A,No,No,4,N/A,N/A,N/A,N/A,No,N/A,Telecommunications,Self-employed/Partner,N/A,iOS (iPhone),No,No,N/A,0,Î£1-Î£50,Yes,4,0-3months,about once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,No,3-6 hours,Yes,No,Rather not say,Rather not say,3,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,No,N/A,Divorced/Seperated,Before my 11th birthday,Managed by my parents,White/Caucasian,Yes,No,6 (AGREE),4 (NEITHER AGREE NOR DISAGREE),Yes,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,12/16/16 21:47,12/16/16 21:54,IP Address,68.43.203.72,100,413,TRUE,12/16/16 21:54,R_3jENBNFfvi0SuEd,,,,,43.01370239,-83.79650116,anonymous,5847002bd2be990001174cb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly agree,,,Strongly disagree,Strongly disagree,Strongly agree,,,Strongly agree,,,,,,,,,No,No,No comment.
58513688ee6ade0001fa2bcf,55883b5ffdf99b4021921cbc,ywc,college,24-34,Approved,09:44.4,13:21.4,217.051,25,Female,Spanish,Argentina,Argentina,Latino/Hispanic,Yes,,9,0,100,,P8WQ26VD,73.141.244.92,Latino/Hispanic,Right-handed,Undergraduate degree (BA/BSc/other),In a relationship,N/A,N/A,Graduate degree (MA/MSc/MPhil/other),Psychology,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",N/A,N/A,N/A,heterosexual,Pennsylvania (PA),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12/14/16 5:09,12/14/16 5:13,IP Address,73.141.244.92,100,199,TRUE,12/14/16 5:13,R_2zOdFgcUwWGHlb3,,,,,40.02659607,-75.33329773,anonymous,55883b5ffdf99b4021921cbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,,,,,,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,,Somewhat agree,,,,,Disagree,Agree,Agree,Neither agree nor disagree,,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,,No,No,
585201593bc93d0001d4b316,5588b52afdf99b7f40e7f32e,ywc,college,24-34,Approved,35:05.5,38:49.7,224.172,27,Female,English,United States,United States,Caucasian,No,Full-Time,71,0,100,,P8WQ26VD,136.32.82.97,Caucasian,Right-handed,Undergraduate degree (BA/BSc/other),Single,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,None,heterosexual,Kansas (KS),Missouri (MO),Yes,HTML,One of my parents has a bachelorŠ—Ès degree (from a 4 year college) but the other does not,No,No,6,N/A,N/A,N/A,N/A,No,N/A,Finance and Insurance,Trained Professional,Christian -- no particular branch or denomination,iOS (iPhone),No,Yes,N/A,42373,Î£1-Î£50,Yes,3,1-2 years,more than once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,N/A,N/A,N/A,No,"Î£30,000 - Î£39,999","Î£30,000 - Î£39,999",1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6S Plus,N/A,,,,,,,N/A,N/A,N/A,N/A,N/A,12/14/16 19:35,12/14/16 19:38,IP Address,136.32.82.97,100,212,TRUE,12/14/16 19:38,R_1j8rAUijLPfFeJc,,,,,39.07339478,-94.71769714,anonymous,5588b52afdf99b7f40e7f32e,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,,,,,,,,,,,Agree,,,,,Agree,Agree,Agree,Somewhat agree,,,,,,,,,,Agree,,,,,Somewhat agree,Disagree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,
5851935189f4a8000152c066,55974502fdf99b5dfc68c8c4,ywc,college,24-34,Approved,45:37.2,47:47.2,130.046,34,Female,English,United States,United States,Caucasian,No,Full-Time,347,0,100,,P8WQ26VD,76.24.30.187,Caucasian,Left-handed,Undergraduate degree (BA/BSc/other),Single,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",No,N/A,N/A,N/A,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Do Not Wish to Answer,Do Not Wish to Answer,Yes,On a daily basis,Other,heterosexual,Massachusetts (MA),Virginia (VA),Yes,Python,One of my parents has a bachelorŠ—Ès degree (from a 4 year college) but the other does not,No,No,6,N/A,N/A,N/A,N/A,No,N/A,Finance and Insurance,Consultant,N/A,Android,Yes,No,N/A,0,Î£1-Î£50,Yes,4,20+ years,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Neither Underweight Nor Overweight,No,0-3 hours,Yes,No,"Î£20,000 - Î£29,999","Î£20,000 - Î£29,999",1,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,Yes,More than 1000,Still married/partners,N/A,N/A,White/Caucasian,Yes,No,7 (TOTALLY AGREE),6 (AGREE),Yes,No,N/A,Other,No,No,N/A,N/A,N/A,120-180 WPM,No,N/A,N/A,N/A,N/A,N/A,12/14/16 11:45,12/14/16 11:47,IP Address,76.24.30.187,100,124,TRUE,12/14/16 11:47,R_1cSWPXXYRlTZ42A,,,,,42.36459351,-71.10279846,anonymous,55974502fdf99b5dfc68c8c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,,,,,,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,Somewhat agree,,,,,Neither agree nor disagree,,,,,Agree,,,,,,,,,No,Somewhat,
585171361e70c2000128e6fa,55a71493fdf99b26395fad0c,ywc,college,24-34,Approved,20:06.4,23:08.3,181.94,24,Female,English,United States,United States,Caucasian,No,Full-Time,113,2,100,,P8WQ26VD,50.245.14.194,Caucasian,Right-handed,Undergraduate degree (BA/BSc/other),In a relationship,"Employee of a for-profit company or business or of an individual, for wages, salary, or commissions",No,N/A,N/A,N/A,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,Democrat,bisexual,Massachusetts (MA),Maine (ME),No,N/A,One of my parents has a bachelorŠ—Ès degree (from a 4 year college) but the other does not,No,No,5,N/A,N/A,N/A,N/A,No,N/A,"College, University, and Adult Education",Trained Professional,Anglican / Episcopalian,iOS (iPhone),No,No,N/A,42499,Î£1-Î£50,No,7,N/A,more than once a day,No,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,No,N/A,Yes,No,"Î£40,000 - Î£49,999","Î£100,000 - Î£149,999",2,No,I do not follow any diet,"Yes, I have used an Ad Blocker",N/A,Yes,31-60,Still married/partners,N/A,N/A,White/Caucasian,Yes,No,7 (TOTALLY AGREE),7 (TOTALLY AGREE),Yes,No,N/A,6,No,No,N/A,N/A,N/A,Greater than 360 WPM,,N/A,N/A,N/A,N/A,N/A,12/14/16 9:20,12/14/16 9:23,IP Address,50.245.14.194,100,175,TRUE,12/14/16 9:23,R_1o29mKKNNLnLhqJ,,,,,42.39309692,-71.1344986,anonymous,55a71493fdf99b26395fad0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,,,,,,Somewhat agree,,,,,Strongly agree,,,,,Strongly agree,,,,,,,,,Yes,No,
5850fec9ee6ade0001fa2b92,55cce6ea34e90600058d1e6d,ywc,college,24-34,Approved,11:53.8,14:25.4,151.584,27,Female,English,United States,United States,East Asian,No,Full-Time,141,0,100,,P8WQ26VD,107.131.51.225,East Asian,Right-handed,Undergraduate degree (BA/BSc/other),Single,"Employee of a not-for-profit, tax-exempt, or charitable organization",Yes,N/A,N/A,6-Apr,"Non Religious (e.g. Agnostic, Atheist, No Religion)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Yes,On a daily basis,None,bisexual,California (CA),California (CA),No,N/A,Both my parents have a bachelorŠ—Ès degree (from a 4 year college),Yes,No,6,N/A,N/A,N/A,N/A,N/A,N/A,"Arts, Entertainment, and Recreation",Junior Management,N/A,Android,N/A,Yes,N/A,N/A,Î£1-Î£50,Yes,N/A,N/A,more than once a day,N/A,N/A,N/A,N/A,Neither Underweight Nor Overweight,N/A,N/A,N/A,N/A,N/A,"Î£30,000 - Î£39,999",N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,N/A,N/A,N/A,12/14/16 1:11,12/14/16 1:14,IP Address,107.131.51.225,100,144,TRUE,12/14/16 1:14,R_3MGWP1rrPZjqaRQ,,,,,34.05259705,-118.1132965,anonymous,55cce6ea34e90600058d1e6d,Agree,,,,Disagree,,,,,Somewhat agree,,,,,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,
585163c20e58810001cbe141,55ced0d234e9060012e5677c,ywc,college,24-34,Approved,22:42.5,28:03.8,321.359,33,Female,English,United States,United States,Mixed,No,Full-Time,83,0,100,,P8WQ26VD,174.52.102.164,Mixed,Right-handed,Undergraduate degree (BA/BSc/other),Married,"Self-employed in own incorporated business, professional practice, or farm",Yes,N/A,N/A,42561,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",No,N/A,Democrat,heterosexual,Utah(UT),Utah(UT),Yes,CSS,Both my parents do NOT have a bachelorŠ—Ès degree (from a 4 year college),Yes,Yes,7,N/A,N/A,N/A,N/A,No,N/A,"Arts, Entertainment, and Recreation",Self-employed/Partner,Other Protestant,Android,Yes,Yes,Other,9-May,Î£501+,Yes,6,1-2 years,about once a day,Yes,"Yes, I would be comfortable to take part in such a study",N/A,N/A,Slightly Overweight,No,N/A,Yes,No,"Î£10,000 - Î£19,999","Î£60,000 - Î£69,999",5,Yes,Mediterranean Diet,"Yes, I have used an Ad Blocker",3,No,N/A,Divorced/Seperated,Before my 11th birthday,Assisted by a Family Court,White/Caucasian,Yes,No,7 (TOTALLY AGREE),6 (AGREE),Yes,No,N/A,N/A,No,Yes,2002,2004,2011,Greater than 360 WPM,Yes,N/A,N/A,N/A,N/A,N/A,12/14/16 8:22,12/14/16 8:27,IP Address,174.52.102.164,100,306,TRUE,12/14/16 8:28,R_1mQ3WUXUlczHbwG,,,,,40.49819946,-111.8435974,anonymous,55ced0d234e9060012e5677c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,none,,,,,,,,,Agree,,,,,Agree,,,,,Neither agree nor disagree,,,,,,,,,No,No,
